"ID","Name","Class","Type","Power","Power %","Attraction %","Luck","Effect","Requirement","Tradable","Givable","Limited","Link"
"2910","Solar Celestial Dissonance Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2911","End the Total Eclipse","Adventure","","","","","","","","No","No","No","link"
"2912","Spooky Reward Box","Special","","","","","","","","No","No","No","link"
"2913","Happy Halloween Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2914","Spooky Ship Parts","Special","","","","","","","","No","No","No","link"
"2915","Hallowed Ground Base","Base","","350","10%","15%","10","","Grandmaster","No","No","Yes","link"
"2916","Cemetery Gate Grappler","Weapon","Draconic","5,100","10%","10%","10","","Knight","No","No","Yes","link"
"2917","Rift Spooky Charm","Charm","","500","5%","","2","","","Yes","Yes","No","link"
"2918","Pearly Gate Grappler Trap Skin","Skin","","","","","","No Effect","","No","No","Yes","link"
"2919","Terrifying Terrorsplit Squash Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2920","Bring Down the Grand Ghostship","Adventure","","","","","","","","No","No","No","link"
"2921","Unstable Rift Core","Special","","","","","","","","No","No","No","link"
"2922","Arduous Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2923","Easy Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2924","Elaborate Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2925","Elite Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2926","Gilded Treasure Chest","Special","","","","","","","","No","No","No","link"
"2927","Hard Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2928","Medium Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2929","Rare Arduous Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2930","Rare Easy Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2931","Rare Elaborate Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2932","Rare Elite Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2933","Rare Gilded Treasure Chest","Special","","","","","","","","No","No","No","link"
"2934","Rare Hard Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2935","Rare Medium Treasure Chest (Season 7)","Special","","","","","","","","No","No","No","link"
"2936","Gilded Coin","Special","","","","","","","","No","No","No","link"
"2937","Electromagnetic Meteorite Base","Base","","350","12%","15%","8","Very Stale","Baron","No","No","Yes","link"
"2938","Vegetation Base","Base","","250","20%","10%","5","Fresh","Legendary","No","No","Yes","link"
"2939","Gilded Chrome Storm Wrought Ballista Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2940","Gilded Ember Prison Core Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2941","XL Winter Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2942","2019 Naughty Treasure Chest","Special","","","","","","","","No","No","No","link"
"2943","2019 Rare Naughty Treasure Chest","Special","","","","","","","","No","No","No","link"
"2944","Snowy Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2945","2020 Lucky Codex","Special","","","","","","","","No","No","Yes","link"
"2946","Festive Firework Shorts","Special","","","","","","","","No","No","No","link"
"2947","Festive Ornamental Shorts","Special","","","","","","","","No","No","No","link"
"2948","Festive Snow Shorts","Special","","","","","","","","No","No","No","link"
"2949","Festive Toy Shorts","Special","","","","","","","","No","No","No","link"
"2950","Festive Sport Shorts","Special","","","","","","","","No","No","No","link"
"2951","Plain Shorts","Special","","","","","","","","No","No","No","link"
"2952","Desert Heater Base","Base","","500","15%","","10","Very Stale","Baron","No","No","Yes","link"
"2953","2020 New Year's Base","Base","","220","7%","","10","Fresh","Novice","No","No","Yes","link"
"2954","Treasure Seeker Base","Base","","150","20%","10%","10","Fresh","Duke","No","No","Yes","link"
"2955","Father Winter's Timepiece Trap","Weapon","Forgotten","5,000","15%","10%","8","Fresh","Legendary","No","No","Yes","link"
"2956","Rift Glacier Gatler","Weapon","Rift","1,250","10%","10%","3","Very Fresh","Count","No","No","Yes","link"
"2957","2020 Charm","Charm","","2,020","","","","","","Yes","Yes","No","link"
"2958","Rift 2020 Charm","Charm","","2,020","","","","","","Yes","Yes","No","link"
"2959","Rift Extreme Snowball Charm","Charm","","400","4%","4%","8","","","Yes","Yes","No","link"
"2960","Rift Snowball Charm","Charm","","100","1%","1%","2","","","Yes","Yes","No","link"
"2961","Rift Super Snowball Charm","Charm","","200","2%","2%","4","","","Yes","Yes","No","link"
"2962","Rift Ultimate Snowball Charm","Charm","","800","8%","8%","20","","","Yes","Yes","No","link"
"2963","Chrome Santa Sphynx Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2964","Winter Mysteriously unYielding Null-Onyx Rampart of Cascading Amperes Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2965","Winter Queso Fount Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2966","Defeat the Shorts-All-Year Mouse","Adventure","","","","","","","","No","No","No","link"
"2967","Year of the Rat Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2968","Year of the Rat Large Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2969","Year of the Rat Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2970","Year of the Rat Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2971","Rat Mask","Collectible","","","","","","","","No","No","No","link"
"2972","Rat Lunar Lantern","Special","","","","","","","","No","No","No","link"
"2973","Rat Jade Base","Base","","375","12%","10%","10","Stale","Grandmaster","No","No","Yes","link"
"2974","Blazing Jade Lantern Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2975","Slippery Rat Slide Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2976","Celebrate Lunar New Year 2020","Adventure","","","","","","","","No","No","No","link"
"2977","Rare Valentine's Matchmaker Treasure Chest","Special","","","","","","","","No","No","No","link"
"2978","Valentine's Matchmaker Treasure Chest","Special","","","","","","","","No","No","No","link"
"2979","Valentine's Matchmaker Scroll Case","Special","","","","","","","","No","No","No","link"
"2980","Valentine's Celestial Dissonance Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2981","2020 Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2982","2020 Gilded Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2983","2020 Rare Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2984","2020 Rare Gilded Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2985","SUPER|brie+ Factory Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2986","SUPER|brie+ Factory Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2987","Party Charm Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2988","Birthday Confetti Cake Base","Base","","300","12%","12%","10","Extremely Fresh","Journeyman","No","No","No","link"
"2989","Queso Factory Trap","Weapon","Law","2,000","12%","30%","5","Extremely Fresh","Lord","No","No","No","link"
"2990","Extreme Party Charm","Charm","","","12%","","12","","","No","No","No","link"
"2991","Super Party Charm","Charm","","","6%","","6","","","No","No","No","link"
"2992","Ultimate Party Charm","Charm","","","24%","","30","","","No","No","No","link"
"2993","Celestial Layer Cake Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2994","Protect the SUPER|brie+ Factory AGAIN!","Adventure","","","","","","","","No","No","No","link"
"2995","20K Golden Egg","Special","","","","","","","","No","No","No","link"
"2996","Bard Floor Egg","Special","","","","","","","","No","No","No","link"
"2997","Small Eggsweeper Egg (Tier 4)","Special","","","","","","","","No","No","No","link"
"2998","Dust Floor Egg","Special","","","","","","","","No","No","No","link"
"2999","Large Eggsweeper Egg (Tier 4)","Special","","","","","","","","No","No","No","link"
"3000","Kalor'ignis Egg","Special","","","","","","","","No","No","No","link"
"3001","Magic Floor Egg","Special","","","","","","","","No","No","No","link"
"3002","Melee Floor Egg","Special","","","","","","","","No","No","No","link"
"3003","Noble Floor Egg","Special","","","","","","","","No","No","No","link"
"3004","Puppet Floor Egg","Special","","","","","","","","No","No","No","link"
"3005","Thief Floor Egg","Special","","","","","","","","No","No","No","link"
"3006","Elixir Egg","Special","","","","","","","","No","No","No","link"
"3007","Tower Secret Egg","Special","","","","","","","","No","No","No","link"
"3008","Tower Sigil Egg","Special","","","","","","","","No","No","No","link"
"3009","Super Siphon Egg","Special","","","","","","","","No","No","No","link"
"3010","Tower Umbra Egg","Special","","","","","","","","No","No","No","link"
"3011","Spring Easter Basket ACRONYM Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"3012","Rose Gold MonstroBunny Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"3013","Hard Chocolate Prison Core Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"3014","Infinite Easter Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"3015","School of Bunnies Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"3016","250 Pack of Bland Queso Cheese","Special","","","","","","","","No","No","No","link"
"3017","Crate of Baitkeep Charms","Special","","","","","","","","No","No","No","link"
"3018","Ronza's Rift Supply Ship","Special","","","","","","","","Yes","Yes","No","link"
"3019","Crate of Ultimate Charms","Special","","","","","","","","No","No","No","link"
"3020","Crate of Rift Ultimate Lucky Power Charms","Special","","","","","","","","No","No","No","link"
"3021","Celestial Dissonance Trap Parts","Crafting","","","","","","","","No","No","No","link"
"3022","Chrome Celestial Dissonance Upgrade Kit","Crafting","","","","","","","","Yes","Yes","No","link"
"3023","Signature Series Denture Base","Base","","225","10%","","","","Grand Duke","No","No","No","link"
"3024","Carousel Charger Trap","Weapon","Physical","5,000","15%","10%","20","Stale","Grandmaster","No","No","Yes","link"
"3025","Chrome Celestial Dissonance Trap","Weapon","Rift","4,750","15%","15%","13","Extremely Fresh","Archduke","No","No","No","link"
"3026","Rift Chrome Charm","Charm","","","3%","","5","Fresh","","Yes","Yes","No","link"
"3027","Rift Tarnished Charm","Charm","","","","","","Uber Stale","","Yes","Yes","No","link"
"3028","Damaged Oculus","Crafting","","","","","","","","No","No","No","link"
"3029","Fog Warden Stone","Special","","","","","","","","No","No","No","link"
"3030","Frost Warden Stone","Special","","","","","","","","No","No","No","link"
"3031","Skyfarer's Oculus","Special","","","","","","","","No","No","No","link"
"3032","Rain Warden Stone","Special","","","","","","","","No","No","No","link"
"3033","Wind Warden Stone","Special","","","","","","","","No","No","No","link"
"3034","Dirigible and Flight License","Map","","","","","","","","No","No","No","link"
"3035","Floating Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"3036","Floating Large Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"3037","Floating Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"3038","Floating Treasure Chest","Special","","","","","","","","No","No","No","link"
"3039","High Altitude Treasure Trove","Special","","","","","","","","No","No","No","link"
"3040","Low Altitude Treasure Trove","Special","","","","","","","","No","No","No","link"
"3041","2-Pack of Sky Pirate Swiss Cheese","Special","","","","","","","","No","No","No","link"
"3042","Rare Floating Treasure Chest","Special","","","","","","","","No","No","No","link"
"3043","Rare Sky Pirate Treasure Chest","Special","","","","","","","","No","No","No","link"
"3044","2-Pack of Cloud Cheesecake","Special","","","","","","","","No","No","No","link"
"3045","Sky Pirate Scroll Case (4 Person)","Special","","","","","","","","No","No","No","link"
"3046","Sky Pirate Treasure Chest","Special","","","","","","","","No","No","No","link"
"3047","Cloud Curd","Crafting","","","","","","","","No","No","No","link"
"3048","Corsair's Curd","Crafting","","","","","","","","No","No","No","link"
"3049","Astral Airship Balloon","Special","","","","","","","","No","No","No","link"
"3050","Cloud Cruiser Airship Balloon","Special","","","","","","","","Yes","Yes","No","link"
"3051","Richard's Sky Yacht Airship Balloon","Special","","","","","","","","Yes","Yes","No","link"
"3052","Glistening Galleon Airship Balloon","Special","","","","","","","","No","No","No","link"
"3053","Pirate Airship Balloon","Special","","","","","","","","Yes","Yes","No","link"
"3054","Skyflower Felucca Airship Balloon","Special","","","","","","","","No","No","No","link"
"3055","Porcelain Airship Balloon","Special","","","","","","","","No","No","No","link"
"3056","Astral Airship Hull","Special","","","","","","","","No","No","No","link"
"3057","Cloud Cruiser Airship Hull","Special","","","","","","","","Yes","Yes","No","link"
"3058","Richard's Sky Yacht Airship Hull","Special","","","","","","","","Yes","Yes","No","link"
"3059","Glistening Galleon Airship Hull","Special","","","","","","","","No","No","No","link"
"3060","Pirate Airship Hull","Special","","","","","","","","Yes","Yes","No","link"
"3061","Skyflower Felucca Airship Hull","Special","","","","","","","","No","No","No","link"
